IDCode,narrative_text
zigi489,"The student answered 57 items with low accuracy (57.89% proportion correct). Their responses are fast on average (mean response time 11.89 seconds) and stable in timing (response-time variance 72.12, coefficient of variation 0.71). They have a short longest correct streak (7 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.38)."
dahi696,"The student answered 57 items with medium accuracy (82.46% proportion correct). Their responses are fast on average (mean response time 9.65 seconds) and stable in timing (response-time variance 83.24, coefficient of variation 0.95). They have a long longest correct streak (31 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71)."
quhe482,"The student answered 57 items with low accuracy (50.88% proportion correct). Their responses are fast on average (mean response time 10.60 seconds) and stable in timing (response-time variance 77.53, coefficient of variation 0.83). They have a short longest correct streak (9 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.29)."
taxa827,"The student answered 57 items with medium accuracy (77.19% proportion correct). Their responses are fast on average (mean response time 9.41 seconds) and stable in timing (response-time variance 85.05, coefficient of variation 0.98). They have a moderate longest correct streak (14 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.62)."
vuga321,"The student answered 57 items with medium accuracy (77.19% proportion correct). Their responses are moderate on average (mean response time 16.67 seconds) and stable in timing (response-time variance 98.88, coefficient of variation 0.60). They have a short longest correct streak (10 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.62)."
nycu731,"The student answered 57 items with medium accuracy (84.21% proportion correct). Their responses are fast on average (mean response time 12.06 seconds) and stable in timing (response-time variance 69.57, coefficient of variation 0.69). They have a long longest correct streak (24 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.77)."
raxy329,"The student answered 57 items with medium accuracy (75.44% proportion correct). Their responses are fast on average (mean response time 13.69 seconds) and moderately variable in timing (response-time variance 216.13, coefficient of variation 1.07). They have a long longest correct streak (20 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.62)."
nyfe489,"The student answered 57 items with high accuracy (85.96% proportion correct). Their responses are moderate on average (mean response time 19.32 seconds) and highly variable in timing (response-time variance 453.38, coefficient of variation 1.10). They have a long longest correct streak (26 in a row) and a short longest incorrect streak (1 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.73)."
texu966,"The student answered 57 items with medium accuracy (61.40% proportion correct). Their responses are fast on average (mean response time 14.62 seconds) and stable in timing (response-time variance 103.72, coefficient of variation 0.70). They have a moderate longest correct streak (12 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.46)."
kifo712,"The student answered 57 items with medium accuracy (63.16% proportion correct). Their responses are fast on average (mean response time 10.59 seconds) and stable in timing (response-time variance 106.35, coefficient of variation 0.97). They have a short longest correct streak (11 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.50)."
pajo050,"The student answered 57 items with medium accuracy (64.91% proportion correct). Their responses are fast on average (mean response time 13.67 seconds) and moderately variable in timing (response-time variance 162.38, coefficient of variation 0.93). They have a moderate longest correct streak (13 in a row) and a long longest incorrect streak (13 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.54)."
hefy659,"The student answered 57 items with medium accuracy (64.91% proportion correct). Their responses are fast on average (mean response time 10.99 seconds) and stable in timing (response-time variance 93.25, coefficient of variation 0.88). They have a short longest correct streak (10 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.48)."
tujy672,"The student answered 57 items with medium accuracy (77.19% proportion correct). Their responses are fast on average (mean response time 13.17 seconds) and stable in timing (response-time variance 78.06, coefficient of variation 0.67). They have a long longest correct streak (25 in a row) and a long longest incorrect streak (6 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.70)."
cyfe247,"The student answered 57 items with low accuracy (45.61% proportion correct). Their responses are fast on average (mean response time 14.01 seconds) and stable in timing (response-time variance 147.59, coefficient of variation 0.87). They have a short longest correct streak (7 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.23)."
xori482,"The student answered 57 items with medium accuracy (71.93% proportion correct). Their responses are fast on average (mean response time 9.78 seconds) and stable in timing (response-time variance 117.53, coefficient of variation 1.11). They have a moderate longest correct streak (14 in a row) and a long longest incorrect streak (6 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.62)."
raje697,"The student answered 57 items with medium accuracy (82.46% proportion correct). Their responses are slow on average (mean response time 24.98 seconds) and moderately variable in timing (response-time variance 319.13, coefficient of variation 0.72). They have a long longest correct streak (19 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.73)."
biwu043,"The student answered 57 items with medium accuracy (63.16% proportion correct). Their responses are moderate on average (mean response time 15.05 seconds) and stable in timing (response-time variance 131.03, coefficient of variation 0.76). They have a long longest correct streak (23 in a row) and a long longest incorrect streak (7 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.52)."
cylu852,"The student answered 57 items with medium accuracy (78.95% proportion correct). Their responses are slow on average (mean response time 21.43 seconds) and highly variable in timing (response-time variance 493.31, coefficient of variation 1.04). They have a moderate longest correct streak (16 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.64)."
fode209,"The student answered 57 items with medium accuracy (66.67% proportion correct). Their responses are slow on average (mean response time 31.43 seconds) and highly variable in timing (response-time variance 1921.09, coefficient of variation 1.39). They have a short longest correct streak (10 in a row) and a long longest incorrect streak (7 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.54)."
woju333,"The student answered 57 items with medium accuracy (64.91% proportion correct). Their responses are fast on average (mean response time 14.56 seconds) and moderately variable in timing (response-time variance 256.79, coefficient of variation 1.10). They have a moderate longest correct streak (12 in a row) and a long longest incorrect streak (8 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.52)."
saca329,"The student answered 57 items with medium accuracy (84.21% proportion correct). Their responses are moderate on average (mean response time 18.01 seconds) and moderately variable in timing (response-time variance 282.47, coefficient of variation 0.93). They have a long longest correct streak (18 in a row) and a short longest incorrect streak (1 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.70)."
jizi110,"The student answered 57 items with medium accuracy (70.18% proportion correct). Their responses are moderate on average (mean response time 18.84 seconds) and highly variable in timing (response-time variance 791.18, coefficient of variation 1.49). They have a moderate longest correct streak (12 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.55)."
vyxi492,"The student answered 57 items with high accuracy (91.23% proportion correct). Their responses are fast on average (mean response time 13.57 seconds) and moderately variable in timing (response-time variance 212.71, coefficient of variation 1.07). They have a long longest correct streak (30 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.84)."
xehy451,"The student answered 57 items with medium accuracy (75.44% proportion correct). Their responses are slow on average (mean response time 24.61 seconds) and highly variable in timing (response-time variance 643.44, coefficient of variation 1.03). They have a long longest correct streak (19 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.61)."
feke878,"The student answered 57 items with medium accuracy (64.91% proportion correct). Their responses are slow on average (mean response time 24.18 seconds) and highly variable in timing (response-time variance 504.18, coefficient of variation 0.93). They have a moderate longest correct streak (17 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.48)."
rozu771,"The student answered 57 items with medium accuracy (66.67% proportion correct). Their responses are slow on average (mean response time 22.38 seconds) and highly variable in timing (response-time variance 957.65, coefficient of variation 1.38). They have a moderate longest correct streak (14 in a row) and a long longest incorrect streak (12 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.57)."
duvi856,"The student answered 57 items with high accuracy (91.23% proportion correct). Their responses are moderate on average (mean response time 15.90 seconds) and highly variable in timing (response-time variance 358.65, coefficient of variation 1.19). They have a long longest correct streak (18 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.84)."
nexu635,"The student answered 57 items with medium accuracy (71.93% proportion correct). Their responses are moderate on average (mean response time 16.37 seconds) and moderately variable in timing (response-time variance 175.20, coefficient of variation 0.81). They have a moderate longest correct streak (15 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.55)."
cozi454,"The student answered 57 items with medium accuracy (63.16% proportion correct). Their responses are slow on average (mean response time 24.19 seconds) and highly variable in timing (response-time variance 1097.01, coefficient of variation 1.37). They have a short longest correct streak (8 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.46)."
saze236,"The student answered 57 items with medium accuracy (71.93% proportion correct). Their responses are slow on average (mean response time 22.45 seconds) and highly variable in timing (response-time variance 540.87, coefficient of variation 1.04). They have a long longest correct streak (20 in a row) and a long longest incorrect streak (7 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.62)."
quzy338,"The student answered 57 items with medium accuracy (75.44% proportion correct). Their responses are slow on average (mean response time 22.62 seconds) and moderately variable in timing (response-time variance 183.94, coefficient of variation 0.60). They have a short longest correct streak (10 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.61)."
lula174,"The student answered 57 items with high accuracy (85.96% proportion correct). Their responses are moderate on average (mean response time 16.42 seconds) and moderately variable in timing (response-time variance 156.72, coefficient of variation 0.76). They have a long longest correct streak (26 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.75)."
buzo685,"The student answered 57 items with medium accuracy (64.91% proportion correct). Their responses are moderate on average (mean response time 16.11 seconds) and moderately variable in timing (response-time variance 192.46, coefficient of variation 0.86). They have a short longest correct streak (7 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.46)."
huby293,"The student answered 57 items with high accuracy (91.23% proportion correct). Their responses are slow on average (mean response time 22.89 seconds) and highly variable in timing (response-time variance 600.36, coefficient of variation 1.07). They have a long longest correct streak (30 in a row) and a short longest incorrect streak (1 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.82)."
dyhi182,"The student answered 57 items with medium accuracy (71.93% proportion correct). Their responses are slow on average (mean response time 21.38 seconds) and highly variable in timing (response-time variance 482.67, coefficient of variation 1.03). They have a long longest correct streak (18 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.55)."
tatu362,"The student answered 57 items with medium accuracy (80.70% proportion correct). Their responses are slow on average (mean response time 24.46 seconds) and highly variable in timing (response-time variance 435.40, coefficient of variation 0.85). They have a short longest correct streak (11 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.68)."
bene344,"The student answered 57 items with medium accuracy (77.19% proportion correct). Their responses are moderate on average (mean response time 16.39 seconds) and highly variable in timing (response-time variance 801.09, coefficient of variation 1.73). They have a short longest correct streak (11 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.64)."
keho061,"The student answered 57 items with medium accuracy (63.16% proportion correct). Their responses are moderate on average (mean response time 16.27 seconds) and moderately variable in timing (response-time variance 166.06, coefficient of variation 0.79). They have a short longest correct streak (7 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.46)."
vyxy108,"The student answered 57 items with medium accuracy (66.67% proportion correct). Their responses are moderate on average (mean response time 18.58 seconds) and moderately variable in timing (response-time variance 252.22, coefficient of variation 0.85). They have a moderate longest correct streak (15 in a row) and a long longest incorrect streak (7 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.55)."
zusa663,"The student answered 57 items with medium accuracy (84.21% proportion correct). Their responses are moderate on average (mean response time 16.20 seconds) and moderately variable in timing (response-time variance 266.32, coefficient of variation 1.01). They have a moderate longest correct streak (17 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71)."
nehe056,"The student answered 57 items with high accuracy (92.98% proportion correct). Their responses are fast on average (mean response time 13.47 seconds) and moderately variable in timing (response-time variance 216.75, coefficient of variation 1.09). They have a long longest correct streak (39 in a row) and a short longest incorrect streak (1 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.86)."
myve834,"The student answered 57 items with high accuracy (94.74% proportion correct). Their responses are fast on average (mean response time 13.43 seconds) and moderately variable in timing (response-time variance 193.94, coefficient of variation 1.04). They have a long longest correct streak (38 in a row) and a short longest incorrect streak (1 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.89)."
tyhy481,"The student answered 57 items with medium accuracy (64.91% proportion correct). Their responses are slow on average (mean response time 22.59 seconds) and highly variable in timing (response-time variance 405.29, coefficient of variation 0.89). They have a moderate longest correct streak (15 in a row) and a long longest incorrect streak (6 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.50)."
sati762,"The student answered 57 items with medium accuracy (66.67% proportion correct). Their responses are moderate on average (mean response time 18.10 seconds) and highly variable in timing (response-time variance 409.80, coefficient of variation 1.12). They have a long longest correct streak (20 in a row) and a long longest incorrect streak (6 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.54)."
biku776,"The student answered 57 items with medium accuracy (64.91% proportion correct). Their responses are moderate on average (mean response time 18.90 seconds) and highly variable in timing (response-time variance 470.02, coefficient of variation 1.15). They have a short longest correct streak (8 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.46)."
wify666,"The student answered 57 items with high accuracy (89.47% proportion correct). Their responses are moderate on average (mean response time 18.74 seconds) and moderately variable in timing (response-time variance 186.24, coefficient of variation 0.73). They have a long longest correct streak (21 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.82)."
sony276,"The student answered 57 items with medium accuracy (84.21% proportion correct). Their responses are moderate on average (mean response time 16.11 seconds) and moderately variable in timing (response-time variance 235.69, coefficient of variation 0.95). They have a long longest correct streak (36 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.77)."
tusi463,"The student answered 57 items with medium accuracy (71.93% proportion correct). Their responses are moderate on average (mean response time 18.74 seconds) and highly variable in timing (response-time variance 374.56, coefficient of variation 1.03). They have a moderate longest correct streak (12 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.57)."
baco446,"The student answered 57 items with low accuracy (56.14% proportion correct). Their responses are moderate on average (mean response time 17.19 seconds) and stable in timing (response-time variance 148.52, coefficient of variation 0.71). They have a moderate longest correct streak (13 in a row) and a long longest incorrect streak (10 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.39)."
coni238,"The student answered 57 items with medium accuracy (68.42% proportion correct). Their responses are moderate on average (mean response time 17.80 seconds) and stable in timing (response-time variance 99.59, coefficient of variation 0.56). They have a long longest correct streak (22 in a row) and a long longest incorrect streak (17 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.66)."
tuvu087,"The student answered 57 items with low accuracy (50.88% proportion correct). Their responses are moderate on average (mean response time 17.43 seconds) and stable in timing (response-time variance 135.77, coefficient of variation 0.67). They have a moderate longest correct streak (17 in a row) and a long longest incorrect streak (17 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.45)."
vuci475,"The student answered 57 items with medium accuracy (64.91% proportion correct). Their responses are moderate on average (mean response time 16.46 seconds) and stable in timing (response-time variance 83.75, coefficient of variation 0.56). They have a short longest correct streak (11 in a row) and a long longest incorrect streak (13 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.55)."
seto741,"The student answered 57 items with low accuracy (28.07% proportion correct). Their responses are fast on average (mean response time 14.24 seconds) and stable in timing (response-time variance 155.08, coefficient of variation 0.87). They have a short longest correct streak (7 in a row) and a long longest incorrect streak (14 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.16)."
jewe923,"The student answered 57 items with medium accuracy (77.19% proportion correct). Their responses are moderate on average (mean response time 15.96 seconds) and stable in timing (response-time variance 84.96, coefficient of variation 0.58). They have a long longest correct streak (26 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.70)."
jaqy340,"The student answered 57 items with medium accuracy (66.67% proportion correct). Their responses are moderate on average (mean response time 16.42 seconds) and moderately variable in timing (response-time variance 204.60, coefficient of variation 0.87). They have a long longest correct streak (23 in a row) and a long longest incorrect streak (13 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.57)."
pubu440,"The student answered 57 items with low accuracy (36.84% proportion correct). Their responses are fast on average (mean response time 9.18 seconds) and stable in timing (response-time variance 69.92, coefficient of variation 0.91). They have a short longest correct streak (7 in a row) and a long longest incorrect streak (13 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.23)."
gyjy255,"The student answered 57 items with medium accuracy (73.68% proportion correct). Their responses are moderate on average (mean response time 14.92 seconds) and stable in timing (response-time variance 91.21, coefficient of variation 0.64). They have a long longest correct streak (22 in a row) and a long longest incorrect streak (6 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.62)."
zyte492,"The student answered 57 items with medium accuracy (84.21% proportion correct). Their responses are fast on average (mean response time 12.65 seconds) and moderately variable in timing (response-time variance 168.87, coefficient of variation 1.03). They have a moderate longest correct streak (13 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71)."
ruco451,"The student answered 57 items with medium accuracy (64.91% proportion correct). Their responses are moderate on average (mean response time 18.82 seconds) and moderately variable in timing (response-time variance 296.62, coefficient of variation 0.92). They have a moderate longest correct streak (14 in a row) and a long longest incorrect streak (13 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.55)."
loda300,"The student answered 57 items with medium accuracy (66.67% proportion correct). Their responses are fast on average (mean response time 14.45 seconds) and stable in timing (response-time variance 120.10, coefficient of variation 0.76). They have a long longest correct streak (19 in a row) and a long longest incorrect streak (10 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.57)."
moly152,"The student answered 57 items with low accuracy (45.61% proportion correct). Their responses are moderate on average (mean response time 15.64 seconds) and stable in timing (response-time variance 143.66, coefficient of variation 0.77). They have a moderate longest correct streak (14 in a row) and a long longest incorrect streak (27 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.41)."
cuba307,"The student answered 57 items with medium accuracy (71.93% proportion correct). Their responses are moderate on average (mean response time 15.89 seconds) and moderately variable in timing (response-time variance 234.44, coefficient of variation 0.96). They have a long longest correct streak (22 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.59)."
jupo405,"The student answered 57 items with low accuracy (50.88% proportion correct). Their responses are moderate on average (mean response time 16.90 seconds) and stable in timing (response-time variance 146.96, coefficient of variation 0.72). They have a short longest correct streak (7 in a row) and a long longest incorrect streak (17 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.38)."
xuke183,"The student answered 57 items with medium accuracy (71.93% proportion correct). Their responses are fast on average (mean response time 13.42 seconds) and stable in timing (response-time variance 146.25, coefficient of variation 0.90). They have a moderate longest correct streak (15 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.57)."
mado232,"The student answered 57 items with low accuracy (56.14% proportion correct). Their responses are slow on average (mean response time 20.02 seconds) and moderately variable in timing (response-time variance 162.21, coefficient of variation 0.64). They have a short longest correct streak (11 in a row) and a long longest incorrect streak (20 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.46)."
zafy372,"The student answered 57 items with high accuracy (89.47% proportion correct). Their responses are moderate on average (mean response time 15.62 seconds) and stable in timing (response-time variance 78.11, coefficient of variation 0.57). They have a long longest correct streak (18 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.82)."
gyly160,"The student answered 57 items with medium accuracy (63.16% proportion correct). Their responses are fast on average (mean response time 13.48 seconds) and stable in timing (response-time variance 151.22, coefficient of variation 0.91). They have a moderate longest correct streak (16 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.48)."
tapi010,"The student answered 57 items with low accuracy (38.60% proportion correct). Their responses are fast on average (mean response time 13.44 seconds) and stable in timing (response-time variance 153.70, coefficient of variation 0.92). They have a short longest correct streak (6 in a row) and a long longest incorrect streak (26 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.25)."
gelu604,"The student answered 57 items with high accuracy (94.74% proportion correct). Their responses are fast on average (mean response time 11.19 seconds) and stable in timing (response-time variance 105.90, coefficient of variation 0.92). They have a long longest correct streak (38 in a row) and a short longest incorrect streak (1 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.91)."
qiqi041,"The student answered 57 items with medium accuracy (63.16% proportion correct). Their responses are moderate on average (mean response time 14.86 seconds) and stable in timing (response-time variance 123.21, coefficient of variation 0.75). They have a moderate longest correct streak (16 in a row) and a long longest incorrect streak (13 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.57)."
ratu271,"The student answered 57 items with medium accuracy (70.18% proportion correct). Their responses are fast on average (mean response time 14.66 seconds) and highly variable in timing (response-time variance 332.56, coefficient of variation 1.24). They have a long longest correct streak (19 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.61)."
kyqu130,"The student answered 57 items with medium accuracy (82.46% proportion correct). Their responses are fast on average (mean response time 12.29 seconds) and stable in timing (response-time variance 116.73, coefficient of variation 0.88). They have a long longest correct streak (18 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.73)."
lucu601,"The student answered 57 items with medium accuracy (82.46% proportion correct). Their responses are fast on average (mean response time 12.72 seconds) and stable in timing (response-time variance 73.49, coefficient of variation 0.67). They have a long longest correct streak (33 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.68)."
kama922,"The student answered 57 items with medium accuracy (71.93% proportion correct). Their responses are moderate on average (mean response time 16.03 seconds) and highly variable in timing (response-time variance 399.81, coefficient of variation 1.25). They have a short longest correct streak (11 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.55)."
zoma564,"The student answered 57 items with medium accuracy (75.44% proportion correct). Their responses are fast on average (mean response time 10.99 seconds) and stable in timing (response-time variance 148.86, coefficient of variation 1.11). They have a moderate longest correct streak (15 in a row) and a long longest incorrect streak (6 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.64)."
puju088,"The student answered 57 items with medium accuracy (73.68% proportion correct). Their responses are slow on average (mean response time 24.06 seconds) and highly variable in timing (response-time variance 538.09, coefficient of variation 0.96). They have a moderate longest correct streak (12 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.59)."
jufy997,"The student answered 57 items with medium accuracy (84.21% proportion correct). Their responses are slow on average (mean response time 19.74 seconds) and highly variable in timing (response-time variance 990.17, coefficient of variation 1.59). They have a moderate longest correct streak (16 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.75)."
wyja070,"The student answered 57 items with medium accuracy (77.19% proportion correct). Their responses are moderate on average (mean response time 16.44 seconds) and highly variable in timing (response-time variance 579.84, coefficient of variation 1.46). They have a short longest correct streak (11 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.64)."
dasy955,"The student answered 57 items with medium accuracy (70.18% proportion correct). Their responses are fast on average (mean response time 13.76 seconds) and stable in timing (response-time variance 118.45, coefficient of variation 0.79). They have a moderate longest correct streak (14 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.52)."
wyki565,"The student answered 57 items with medium accuracy (63.16% proportion correct). Their responses are fast on average (mean response time 9.01 seconds) and stable in timing (response-time variance 22.30, coefficient of variation 0.52). They have a moderate longest correct streak (12 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.46)."
garu074,"The student answered 57 items with medium accuracy (82.46% proportion correct). Their responses are fast on average (mean response time 10.81 seconds) and stable in timing (response-time variance 105.51, coefficient of variation 0.95). They have a moderate longest correct streak (17 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71)."
qyxy586,"The student answered 57 items with medium accuracy (78.95% proportion correct). Their responses are moderate on average (mean response time 17.67 seconds) and highly variable in timing (response-time variance 369.87, coefficient of variation 1.09). They have a long longest correct streak (30 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71)."
kegi864,"The student answered 57 items with high accuracy (87.72% proportion correct). Their responses are fast on average (mean response time 10.95 seconds) and moderately variable in timing (response-time variance 169.09, coefficient of variation 1.19). They have a long longest correct streak (22 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.79)."
gyge774,"The student answered 57 items with medium accuracy (75.44% proportion correct). Their responses are fast on average (mean response time 14.13 seconds) and moderately variable in timing (response-time variance 161.46, coefficient of variation 0.90). They have a long longest correct streak (20 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.61)."
vyda893,"The student answered 57 items with low accuracy (21.05% proportion correct). Their responses are fast on average (mean response time 3.82 seconds) and stable in timing (response-time variance 9.34, coefficient of variation 0.80). They have a short longest correct streak (4 in a row) and a long longest incorrect streak (30 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.09)."
vuvy608,"The student answered 57 items with medium accuracy (84.21% proportion correct). Their responses are moderate on average (mean response time 16.44 seconds) and highly variable in timing (response-time variance 507.86, coefficient of variation 1.37). They have a long longest correct streak (21 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71)."
vizo712,"The student answered 57 items with medium accuracy (78.95% proportion correct). Their responses are fast on average (mean response time 9.78 seconds) and stable in timing (response-time variance 67.49, coefficient of variation 0.84). They have a moderate longest correct streak (16 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.64)."
givi158,"The student answered 57 items with medium accuracy (64.91% proportion correct). Their responses are slow on average (mean response time 21.59 seconds) and highly variable in timing (response-time variance 509.91, coefficient of variation 1.05). They have a short longest correct streak (8 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.48)."
caro445,"The student answered 57 items with medium accuracy (78.95% proportion correct). Their responses are moderate on average (mean response time 17.98 seconds) and moderately variable in timing (response-time variance 213.60, coefficient of variation 0.81). They have a long longest correct streak (22 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.68)."
nene689,"The student answered 57 items with high accuracy (85.96% proportion correct). Their responses are moderate on average (mean response time 16.91 seconds) and highly variable in timing (response-time variance 347.44, coefficient of variation 1.10). They have a long longest correct streak (18 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.75)."
ryfy568,"The student answered 57 items with medium accuracy (64.91% proportion correct). Their responses are fast on average (mean response time 13.10 seconds) and stable in timing (response-time variance 155.34, coefficient of variation 0.95). They have a short longest correct streak (8 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.41)."
johy783,"The student answered 57 items with low accuracy (49.12% proportion correct). Their responses are slow on average (mean response time 21.40 seconds) and highly variable in timing (response-time variance 473.97, coefficient of variation 1.02). They have a short longest correct streak (8 in a row) and a long longest incorrect streak (6 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.30)."
